Date,Price,Open,High,Low,Vol,Change
4-Sep-03,734.25,736.35,748.29,731.57,-,0.07%
3-Sep-03,733.75,724.98,738.98,724.98,-,1.21%
2-Sep-03,724.98,713.07,729.15,713.07,-,1.76%
1-Sep-03,712.43,713.33,713.33,708.11,-,-0.13%
29-Aug-03,713.33,715.68,716,708.16,-,-0.21%
28-Aug-03,714.82,709.15,718.82,709.15,-,0.86%
27-Aug-03,708.74,697.83,715.06,697.83,-,1.64%
26-Aug-03,697.3,691.55,697.61,691.55,-,0.96%
25-Aug-03,690.65,682.98,691.93,682.29,-,0.99%
22-Aug-03,683.87,697.97,703.97,683.11,-,-1.96%
21-Aug-03,697.56,675.5,698.38,675.18,-,3.40%
20-Aug-03,674.63,687.79,687.79,661.24,-,-1.94%
19-Aug-03,687.98,714.07,714.64,687.58,-,-3.60%
15-Aug-03,713.66,719.82,719.82,713.21,-,-0.93%
14-Aug-03,720.33,718.75,723.87,712.93,-,0.22%
13-Aug-03,718.75,716.6,721.9,711.29,-,0.36%
12-Aug-03,716.19,714.38,717.62,701.63,-,0.17%
11-Aug-03,715.01,740.47,742.1,713.25,-,-3.41%
8-Aug-03,740.25,742.35,754.62,739.39,-,-0.20%
7-Aug-03,741.72,736.84,747.42,736.84,-,0.54%
6-Aug-03,737.74,742.09,745.98,736.47,-,-0.59%
5-Aug-03,742.09,756.35,759.07,742.09,-,-1.70%
4-Aug-03,754.89,748.42,755.16,746.14,-,0.82%
1-Aug-03,748.78,754.44,758.41,747.78,-,-0.87%
31-Jul-03,755.34,764.19,774.3,752.56,-,-1.05%
30-Jul-03,763.38,759.15,776.69,759.15,-,0.63%
29-Jul-03,758.62,735.77,758.98,732.36,-,3.14%
28-Jul-03,735.51,734.43,735.51,726.11,-,0.24%
25-Jul-03,733.76,734.22,737.41,729.61,-,-0.29%
24-Jul-03,735.92,747.9,749.73,733.66,-,-1.54%
23-Jul-03,747.45,748.5,755.12,745.21,-,0.18%
22-Jul-03,746.08,737.8,747.12,730.81,-,1.24%
21-Jul-03,736.91,747.19,755,735.83,-,-0.85%
18-Jul-03,743.24,724.44,743.24,724.44,-,3.03%
17-Jul-03,721.38,699.6,722.23,699.21,-,3.31%
16-Jul-03,698.26,693.32,699.54,685.53,-,0.71%
15-Jul-03,693.32,704.69,706.98,687.71,-,-2.17%
14-Jul-03,708.69,709.61,713.2,702.96,-,-0.25%
11-Jul-03,710.5,709.09,720.51,706.99,-,0.63%
10-Jul-03,706.02,718.02,718.02,699.19,-,-2.10%
8-Jul-03,721.18,736.53,738.28,720.04,-,-2.38%
7-Jul-03,738.78,728.62,747.4,728.62,-,1.58%
4-Jul-03,727.28,722.41,729.35,708.87,-,0.86%
3-Jul-03,721.06,743.4,745.45,717.54,-,-3.73%
2-Jul-03,749.02,757.06,764.82,744.89,-,-1.26%
1-Jul-03,758.54,765.28,765.65,749.9,-,-0.92%
30-Jun-03,765.61,739.95,768.43,739.95,-,4.33%
27-Jun-03,733.85,735.74,751.75,721.84,-,-0.61%
26-Jun-03,738.35,787.08,787.08,738.02,-,-6.84%
25-Jun-03,792.6,795.56,798.92,779.46,-,-0.24%
24-Jun-03,794.5,807.37,815.77,791.77,-,-1.37%
23-Jun-03,805.54,801,812.14,790.04,-,0.55%
20-Jun-03,801.17,783.94,808.36,783.44,-,2.33%
19-Jun-03,782.91,769.72,786.15,768.56,-,1.58%
18-Jun-03,770.7,792.53,792.64,766.09,-,-2.70%
17-Jun-03,792.05,776.77,794.49,776.77,-,3.08%
13-Jun-03,768.39,766.9,787.37,766.66,-,0.63%
12-Jun-03,763.57,739.42,764.33,736.86,-,3.62%
11-Jun-03,736.89,731.51,739.23,730.15,-,1.14%
10-Jun-03,728.55,718.87,732.97,718.58,-,1.45%
9-Jun-03,718.17,718.89,725.04,712.62,-,-0.07%
6-Jun-03,718.7,703.35,719.39,703.34,-,2.24%
5-Jun-03,702.93,700.36,706.75,694.26,-,0.17%
4-Jun-03,701.77,709.72,711.96,701.6,-,-0.85%
3-Jun-03,707.82,706.6,709.37,695.44,-,0.72%
2-Jun-03,702.76,679.43,702.76,679.43,-,3.60%
30-May-03,678.31,676.52,682.58,676.52,-,0.59%
29-May-03,674.34,678.48,687.43,672.22,-,-0.54%
28-May-03,678.03,666.27,680.87,666.27,-,2.07%
27-May-03,664.31,662.6,668.18,661.15,-,0.26%
26-May-03,662.6,653.87,667.06,653.87,-,1.43%
23-May-03,653.26,664.43,672.62,651.28,-,-0.77%
22-May-03,658.34,637.95,658.34,637.95,-,3.83%
21-May-03,634.08,616.58,634.08,612.65,-,2.69%
20-May-03,617.47,634.2,634.2,611.09,-,-2.67%
19-May-03,634.4,648.06,648.57,634.4,-,-1.82%
16-May-03,646.15,628.89,648.94,628.89,-,3.07%
15-May-03,626.88,631.06,651.03,626.13,-,-0.59%
14-May-03,630.59,617.59,630.59,614.83,-,1.94%
13-May-03,618.6,623.04,630.31,609.39,-,-0.82%
12-May-03,623.72,637.72,642.17,623.25,-,-2.17%
9-May-03,637.58,629.26,638.13,624.29,-,1.49%
8-May-03,628.2,639.53,641.01,625.88,-,-1.83%
7-May-03,639.89,635.47,643.59,635.47,-,0.64%
6-May-03,635.83,652.65,652.65,633.91,-,-2.73%
5-May-03,653.67,659.16,671,652.17,-,-0.70%
2-May-03,658.25,635.85,659.65,635.85,-,3.51%
30-Apr-03,635.95,622.49,635.99,620.5,-,2.16%
29-Apr-03,622.49,614.67,628.82,606.78,-,2.30%
28-Apr-03,608.52,648.77,648.77,607.94,-,-8.63%
25-Apr-03,665.97,652.9,665.97,642.16,-,2.19%
24-Apr-03,651.67,670.46,673.26,649.32,-,-2.74%
23-Apr-03,670.03,653.31,682.69,651.79,-,3.16%
22-Apr-03,649.48,645.21,652.34,635.7,-,1.34%
21-Apr-03,640.87,608.5,641.42,608.5,-,6.70%
16-Apr-03,600.62,592.57,605.33,592.57,-,1.53%
15-Apr-03,591.55,586.33,595.63,586.33,-,0.83%
14-Apr-03,586.66,569.09,586.7,569.09,-,3.32%
11-Apr-03,567.81,566.97,568.12,565.52,-,0.36%
10-Apr-03,565.75,564.89,566.63,557.73,-,0.20%
9-Apr-03,564.6,566.58,568.53,562.31,-,-0.35%
8-Apr-03,566.59,567.76,570.78,564.78,-,-0.22%
7-Apr-03,567.84,571.51,576.52,567.55,-,-0.22%
4-Apr-03,569.09,565.99,570.39,565.99,-,0.74%
3-Apr-03,564.89,561.24,564.98,557.35,-,0.59%
2-Apr-03,561.55,568.18,574.33,560.35,-,-0.76%
1-Apr-03,565.84,566.66,567.72,561.05,-,-0.11%
28-Mar-03,566.46,569.65,571.49,562.83,-,-0.47%
27-Mar-03,569.14,568.43,569.14,558.98,-,0.12%
26-Mar-03,568.43,575.74,577.64,566.86,-,-1.02%
25-Mar-03,574.29,569.38,574.29,566.57,-,0.81%
24-Mar-03,569.67,583.28,583.28,569.57,-,-2.68%
21-Mar-03,585.35,576.47,585.51,576.47,-,1.94%
20-Mar-03,574.22,565.39,574.95,560.51,-,1.71%
19-Mar-03,564.58,566.8,568.72,561.37,-,-0.34%
18-Mar-03,566.51,565.38,568.98,565.15,-,0.50%
17-Mar-03,563.7,560.18,563.7,551.6,-,0.63%
14-Mar-03,560.18,564.55,569.32,558.29,-,-0.67%
13-Mar-03,563.94,555.36,569.65,555.36,-,1.65%
12-Mar-03,554.78,557.65,558.15,547.31,-,-0.51%
11-Mar-03,557.65,560.98,566.68,545,-,-0.64%
10-Mar-03,561.26,582.08,583.42,560.42,-,-3.48%
7-Mar-03,581.51,583,584.68,579.39,-,-0.32%
6-Mar-03,583.4,594.4,594.4,582.99,-,-1.98%
5-Mar-03,595.17,598.59,598.98,589.89,-,-0.24%
4-Mar-03,596.58,594.28,598.44,593.38,-,0.44%
3-Mar-03,593.96,594.43,600.77,587.91,-,0.02%
28-Feb-03,593.82,580.04,593.82,579.93,-,2.58%
27-Feb-03,578.89,584.72,585.37,575.53,-,-1.18%
26-Feb-03,585.82,588.94,591.92,581.47,-,-0.45%
25-Feb-03,588.44,593.02,594.43,586.76,-,-0.75%
24-Feb-03,592.9,590.48,598.36,590.06,-,0.46%
21-Feb-03,590.2,583.43,590.2,578.51,-,1.07%
20-Feb-03,583.95,580.6,583.97,578.73,-,0.60%
19-Feb-03,580.47,585.52,587.75,580.47,-,-0.76%
18-Feb-03,584.94,580.2,586.06,578.56,-,0.82%
17-Feb-03,580.2,580.51,582.67,577.87,-,-0.05%
14-Feb-03,580.51,583.33,584.25,577.36,-,-0.34%
13-Feb-03,582.48,583.21,592.13,581.69,-,0.08%
12-Feb-03,582.04,579.31,586.44,576.21,-,1.42%
11-Feb-03,573.91,571.6,577.58,567.85,-,0.42%
10-Feb-03,571.49,564.99,571.49,562.22,-,1.17%
7-Feb-03,564.89,559.05,565.24,557.73,-,1.04%
6-Feb-03,559.05,562.23,567.47,558.08,-,-0.57%
5-Feb-03,562.23,574.84,574.84,561.74,-,-1.33%
4-Feb-03,569.78,549.83,569.78,549.7,-,3.65%
3-Feb-03,549.7,550.18,553.82,547.35,-,-0.03%
31-Jan-03,549.85,546.43,549.85,543.22,-,0.52%
30-Jan-03,547.01,557.63,558.93,545.01,-,-1.87%
29-Jan-03,557.43,557.34,557.87,546.15,-,0.17%
28-Jan-03,556.46,550.92,561,550.77,-,1.51%
27-Jan-03,548.19,557.81,557.96,543.74,-,-1.72%
24-Jan-03,557.81,564.86,569.1,556.42,-,-1.82%
23-Jan-03,568.15,569.21,569.83,560.67,-,-0.10%
22-Jan-03,568.71,561.11,568.71,553.41,-,1.06%
21-Jan-03,562.75,575.63,577.46,560.76,-,-2.26%
20-Jan-03,575.74,577.03,577.99,569.94,-,-0.25%
17-Jan-03,577.2,596.6,601.12,575.89,-,-3.25%
16-Jan-03,596.58,588.77,606.36,585.4,-,1.64%
15-Jan-03,586.95,591.14,594.43,582.7,-,-0.70%
14-Jan-03,591.1,585.53,598.59,585.53,-,1.59%
13-Jan-03,581.86,575.77,588.98,569.3,-,1.05%
10-Jan-03,575.8,592.58,609.98,573.42,-,-2.59%
9-Jan-03,591.09,570.17,591.16,570.17,-,3.72%
8-Jan-03,569.9,560.63,574.19,556.87,-,1.83%
7-Jan-03,559.65,555.14,565.45,555.03,-,0.94%
6-Jan-03,554.43,530.64,555.56,530.64,-,4.48%
3-Jan-03,530.64,520.55,530.64,518.32,-,1.94%
2-Jan-03,520.55,524.96,527.73,519.24,-,-0.84%
31-Dec-02,524.95,525.04,526.53,519.59,-,-0.03%
30-Dec-02,525.09,518.18,525.09,518.11,-,1.38%
27-Dec-02,517.93,519.32,527.43,515.31,-,-0.22%
26-Dec-02,519.07,523.44,531.65,518.48,-,-0.83%
24-Dec-02,523.44,521.72,529.3,520.93,-,0.50%
23-Dec-02,520.82,506.56,520.82,506.56,-,3.36%
20-Dec-02,503.9,495.54,507.37,493.97,-,1.57%
19-Dec-02,496.09,488.41,496.47,487.46,-,1.75%
18-Dec-02,487.56,478.41,490.71,475.89,-,1.38%
17-Dec-02,480.94,489.83,494.64,479.35,-,-1.75%
16-Dec-02,489.51,469.69,491.86,469.69,-,4.22%
13-Dec-02,469.69,485.04,485.21,464.51,-,-3.27%
12-Dec-02,485.55,489.25,491.82,483.36,-,-0.91%
11-Dec-02,490.02,507.08,508.41,488.81,-,-3.17%
10-Dec-02,506.05,506.97,513.6,504.03,-,0.33%
9-Dec-02,504.38,516.08,517.14,501.29,-,-2.45%
6-Dec-02,517.03,516.36,517.03,509.23,-,-0.03%
5-Dec-02,517.21,515.04,517.96,509.04,-,0.42%
4-Dec-02,515.07,519.51,525.62,510.29,-,-0.53%
3-Dec-02,517.83,515.15,529.43,515.15,-,0.84%
2-Dec-02,513.53,497.81,514.86,497.81,-,3.16%
29-Nov-02,497.79,490.71,500.09,490.71,-,1.18%
28-Nov-02,491.99,513.39,518.52,489.69,-,-3.46%
27-Nov-02,509.64,500.4,511.23,487.86,-,1.49%
26-Nov-02,502.14,503.67,503.67,493.32,-,0.72%
25-Nov-02,498.53,488.23,504.84,486.96,-,2.47%
22-Nov-02,486.51,488.72,498.29,482.15,-,-0.12%
21-Nov-02,487.09,469.39,487.83,464.95,-,5.87%
20-Nov-02,460.07,452.66,460.24,451.12,-,1.27%
19-Nov-02,454.29,459.74,465.42,453.89,-,-1.06%
18-Nov-02,459.14,452.18,459.14,452.18,-,1.56%
15-Nov-02,452.08,442.12,452.48,435.9,-,2.26%
14-Nov-02,442.07,456.92,460.64,437.15,-,-3.25%
13-Nov-02,456.92,461.14,463.96,452.36,-,0.22%
12-Nov-02,455.91,437.83,458.85,437.46,-,4.21%
11-Nov-02,437.51,437.6,442.44,432.81,-,-0.48%
8-Nov-02,439.64,443.96,449.64,437.56,-,-0.76%
7-Nov-02,443.02,427.23,443.29,426.72,-,3.70%
5-Nov-02,427.23,425.19,428.42,424.03,-,0.58%
4-Nov-02,424.76,431.33,434.33,422.82,-,-1.33%
1-Nov-02,430.47,434.84,435.44,428.26,-,-1.00%
31-Oct-02,434.84,430.83,435.54,430.83,-,0.93%
30-Oct-02,430.83,426.06,433.9,423.28,-,1.03%
29-Oct-02,426.45,440.88,440.88,424.72,-,-3.27%
28-Oct-02,440.88,444.36,449.2,439.12,-,-0.73%
25-Oct-02,444.11,437.5,444.11,437.5,-,1.51%
24-Oct-02,437.49,435.43,439.04,433.95,-,0.85%
23-Oct-02,433.79,432.31,435.87,426.7,-,0.03%
22-Oct-02,433.68,445.58,448.09,432.49,-,-2.56%
21-Oct-02,445.07,449.28,454.66,445.07,-,-0.91%
18-Oct-02,449.17,439.3,450.16,435.79,-,2.07%
17-Oct-02,440.08,445.84,450.68,431.71,-,0.47%
16-Oct-02,438.02,432.75,438.03,426.19,-,1.52%
15-Oct-02,431.46,425.93,435.3,423.29,-,2.94%
11-Oct-02,419.12,415.04,429.88,414.98,-,1.07%
10-Oct-02,414.7,397.63,416.65,397.2,-,4.56%
9-Oct-02,396.6,401.31,401.31,396.6,-,-1.21%
8-Oct-02,401.47,403.16,407.23,400.2,-,-0.47%
7-Oct-02,403.38,411.96,414.89,402.89,-,-1.81%
4-Oct-02,410.82,406.89,412.8,405.37,-,0.74%
3-Oct-02,407.79,392.06,407.79,391.05,-,4.01%
2-Oct-02,392.06,394.73,397.54,391.09,-,-0.48%
1-Oct-02,393.96,395.3,395.87,392.57,-,-0.31%
30-Sep-02,395.19,394.29,397.51,391.51,-,0.41%
27-Sep-02,393.57,391.52,394.06,386.21,-,0.21%
26-Sep-02,392.76,380.28,392.91,378.44,-,3.33%
25-Sep-02,380.12,379.99,382.44,378.56,-,0.78%
24-Sep-02,377.16,375.08,378.53,373.62,-,0.47%
23-Sep-02,375.4,378.03,380.7,373,-,-0.37%
20-Sep-02,376.79,377.17,381.87,376.72,-,0.10%
19-Sep-02,376.42,378.02,380.57,374.26,-,-0.42%
18-Sep-02,378.02,383.1,385.24,375.88,-,-1.33%
17-Sep-02,383.1,387.64,388.92,381.72,-,-0.69%
16-Sep-02,385.77,386.44,386.44,379.97,-,-0.42%
13-Sep-02,387.39,394.75,394.75,384.21,-,-1.86%
12-Sep-02,394.75,386.32,396.64,386.32,-,2.23%
11-Sep-02,386.14,376.89,386.41,376.89,-,2.47%
10-Sep-02,376.83,375.54,377.54,375.34,-,0.34%
9-Sep-02,375.54,371.88,377.48,371.58,-,0.98%
6-Sep-02,371.88,371.73,374.55,368.83,-,0.41%
5-Sep-02,370.36,372.48,373.41,368.68,-,-0.90%
4-Sep-02,373.72,368.84,375.41,368.84,-,1.40%
3-Sep-02,368.55,370.31,371.25,367.37,-,-0.77%
2-Sep-02,371.4,375.15,376.22,370.27,-,-1.00%
30-Aug-02,375.16,379.97,382.44,375.16,-,-1.25%
29-Aug-02,379.9,376.93,381.21,376.66,-,0.79%
28-Aug-02,376.93,385.76,386.77,376.61,-,-2.59%
27-Aug-02,386.96,387.67,389.22,383.94,-,0.41%
26-Aug-02,385.39,387.66,388.3,382.44,-,-0.44%
23-Aug-02,387.09,389.48,391.33,384.26,-,0.08%
22-Aug-02,386.78,384.27,388.34,382.39,-,0.49%
21-Aug-02,384.88,384.15,389.18,383.29,-,0.41%
20-Aug-02,383.32,382.58,383.86,378.62,-,0.24%
16-Aug-02,382.39,369.2,382.39,368.9,-,3.00%
15-Aug-02,371.25,369.48,373.4,367.86,-,0.65%
14-Aug-02,368.85,366.73,368.85,362.72,-,0.58%
13-Aug-02,366.73,372.43,376.81,366.22,-,-1.30%
12-Aug-02,371.57,375.52,377.93,370,-,-1.05%
9-Aug-02,375.52,366.01,375.52,364.42,-,2.42%
8-Aug-02,366.63,366.83,374.11,363.68,-,2.82%
7-Aug-02,356.58,348.58,358.48,346.69,-,2.66%
6-Aug-02,347.34,343.88,348.26,340.73,-,1.55%
5-Aug-02,342.03,357.58,357.58,340.08,-,-4.31%
2-Aug-02,357.43,357.79,364.13,354.05,-,-0.10%
1-Aug-02,357.79,359.32,359.32,351.51,-,-0.43%
31-Jul-02,359.32,358.89,360.71,355.76,-,0.12%
30-Jul-02,358.89,355.63,358.89,353.16,-,0.86%
29-Jul-02,355.83,356.19,363.74,355.53,-,-0.01%
26-Jul-02,355.85,362.85,365.54,353.22,-,-1.60%
25-Jul-02,361.62,367.61,373.16,358.12,-,-0.71%
24-Jul-02,364.22,364.84,368.1,357.59,-,0.33%
23-Jul-02,363.04,364.43,368.07,358.04,-,-0.38%
22-Jul-02,364.43,380.44,389.14,362.7,-,-3.97%
19-Jul-02,379.48,381.43,383.2,372.09,-,-0.59%
18-Jul-02,381.74,377.21,384.02,377.03,-,1.71%
17-Jul-02,375.31,379.41,390.8,375.31,-,-0.37%
16-Jul-02,376.69,361.99,376.69,355.43,-,4.06%
15-Jul-02,361.99,371.03,373.34,359.81,-,-2.44%
12-Jul-02,371.03,370.5,371.65,360.08,-,-0.66%
11-Jul-02,373.49,380.69,387.4,372.73,-,-2.99%
10-Jul-02,385.01,412.05,414.58,383.31,-,-4.25%
8-Jul-02,402.12,389.85,402.12,381.81,-,5.06%
5-Jul-02,382.75,393.44,399.29,382.13,-,-1.28%
4-Jul-02,387.73,373.82,390.46,365.77,-,4.37%
3-Jul-02,371.48,369.26,377.91,366.26,-,2.96%
2-Jul-02,360.8,370.43,371.66,351.25,-,-2.68%
1-Jul-02,370.74,359.25,373.36,359.25,-,5.73%
28-Jun-02,350.65,332.75,354.52,332.75,-,5.38%
27-Jun-02,332.75,336.36,336.36,328.11,-,-0.56%
26-Jun-02,334.63,339.19,339.7,329.89,-,-1.45%
25-Jun-02,339.56,317.65,340.23,317.65,-,6.64%
24-Jun-02,318.42,309.26,318.42,305.67,-,1.70%
21-Jun-02,313.11,323.86,339.37,306.83,-,-2.39%
20-Jun-02,320.78,313.84,333.97,312.26,-,6.75%
19-Jun-02,300.5,289.17,302.25,281.43,-,4.20%
18-Jun-02,288.4,277.73,291.69,277.73,-,7.72%
14-Jun-02,267.73,273.77,275.44,265.97,-,-2.21%
13-Jun-02,273.77,278.8,279.46,267.28,-,-0.71%
12-Jun-02,275.72,286.11,289.13,269.75,-,-3.38%
11-Jun-02,285.37,277.37,288.64,277.25,-,3.79%
10-Jun-02,274.94,296.24,298.65,274.94,-,-6.68%
7-Jun-02,294.61,290.06,298.18,290.06,-,2.17%
6-Jun-02,288.36,289.39,296.6,287.35,-,-1.37%
5-Jun-02,292.38,297.31,298.08,287.52,-,-1.40%
4-Jun-02,296.54,309.47,316.05,291.49,-,-4.18%
3-Jun-02,309.47,319.09,323.57,309.28,-,-2.54%
31-May-02,317.55,338.86,342.11,317.46,-,-4.59%
30-May-02,332.81,339.14,344.34,328.32,-,-1.92%
29-May-02,339.34,345.31,350.62,339.22,-,-0.62%
28-May-02,341.46,321.96,341.46,316.48,-,6.06%
27-May-02,321.96,330.42,334.1,321.25,-,-2.56%
24-May-02,330.42,347.66,347.66,330.42,-,-4.90%
23-May-02,347.43,352.39,357.95,341.69,-,-1.19%
22-May-02,351.62,364.88,367.07,350.82,-,-3.68%
21-May-02,365.07,372.54,375.3,363.98,-,-1.47%
20-May-02,370.53,375.02,382.39,367.73,-,-0.58%
17-May-02,372.71,370.84,381.41,369.46,-,0.95%
16-May-02,369.21,370.68,370.68,362.26,-,-0.27%
15-May-02,370.2,383.88,386.45,366.52,-,-3.68%
14-May-02,384.34,385.87,389.76,382.67,-,-0.40%
13-May-02,385.87,387.54,390.77,383.24,-,-0.43%
10-May-02,387.54,387.56,387.66,377.54,-,-0.79%
9-May-02,390.64,400.4,401.9,386.71,-,-2.06%
8-May-02,398.87,399.88,404.23,396.2,-,-0.25%
7-May-02,399.88,408.22,416.44,398.37,-,-1.86%
6-May-02,407.46,405.84,415.43,402.47,-,0.40%
3-May-02,405.84,409.89,418.65,403.26,-,-0.80%
2-May-02,409.11,390.1,409.11,390.1,-,5.50%
30-Apr-02,387.79,389.37,394.35,379.73,-,-0.41%
29-Apr-02,389.37,419.1,425.83,386.04,-,-7.22%
19-Apr-02,419.68,401.36,431.5,401.36,-,4.78%
18-Apr-02,400.54,365.66,401.06,365.66,-,8.62%
17-Apr-02,368.74,363.3,376.41,363.3,-,1.77%
16-Apr-02,362.34,388.01,391.4,362.34,-,-6.59%
15-Apr-02,387.9,387.34,396.4,386.03,-,0.25%
12-Apr-02,386.95,384.59,395.46,384.59,-,0.82%
11-Apr-02,383.82,392.78,392.78,377.75,-,-1.85%
10-Apr-02,391.05,386.86,398.43,386.86,-,1.28%
9-Apr-02,386.09,386.06,395.4,384.24,-,0.21%
8-Apr-02,385.29,398.81,399.56,383.78,-,-3.93%
5-Apr-02,401.06,415.04,421.45,396.59,-,-3.37%
4-Apr-02,415.04,432.94,437.04,415.04,-,-3.79%
3-Apr-02,431.4,435.09,435.09,426.39,-,-1.08%
27-Mar-02,436.13,437.98,443.61,418.4,-,-0.43%
26-Mar-02,438.03,436.62,438.03,417.06,-,0.23%
25-Mar-02,437.03,432.09,449.75,420.05,-,1.10%
22-Mar-02,432.29,405.2,444.08,405.2,-,6.69%
21-Mar-02,405.2,412.88,415.11,403.72,-,-1.66%
20-Mar-02,412.04,407.95,417.51,406.88,-,1.09%
19-Mar-02,407.58,397.61,407.64,393.93,-,2.93%
18-Mar-02,395.99,393.18,396.61,389.54,-,1.36%
15-Mar-02,390.67,383.85,391.5,382.16,-,0.36%
14-Mar-02,389.25,403.05,410.47,369.95,-,-3.42%
13-Mar-02,403.05,408.84,408.84,395.38,-,-1.38%
12-Mar-02,408.7,399.08,411.73,399.08,-,2.69%
11-Mar-02,397.99,394.36,400.09,389.38,-,2.15%
8-Mar-02,389.62,381.56,391.83,381.02,-,3.25%
7-Mar-02,377.36,387.39,396.71,373.21,-,-1.45%
6-Mar-02,382.92,370.75,383.35,370.75,-,3.28%
5-Mar-02,370.75,372.03,382.67,369.77,-,-0.20%
4-Mar-02,371.49,413.42,413.42,371.49,-,-8.47%
1-Mar-02,405.87,405.28,418.94,399.71,-,1.91%
28-Feb-02,398.25,385.25,399.7,383.49,-,4.81%
27-Feb-02,379.98,373.6,380.82,372.21,-,1.72%
26-Feb-02,373.57,383.69,385.61,371.98,-,-2.01%
25-Feb-02,381.23,369.56,390.12,369.56,-,3.61%
22-Feb-02,367.94,369.13,374.41,363.33,-,-0.90%
21-Feb-02,371.29,388.89,388.89,362.25,-,-4.53%
20-Feb-02,388.89,395.73,411.48,386.56,-,-1.67%
19-Feb-02,395.49,390.83,403.76,390.83,-,1.27%
18-Feb-02,390.52,376.15,396.14,374.13,-,3.82%
15-Feb-02,376.15,377.04,389.11,369.65,-,0.19%
14-Feb-02,375.42,379.3,382.47,371.58,-,-2.55%
13-Feb-02,385.24,373.93,386.76,359,-,2.88%
12-Feb-02,374.47,407.61,407.61,373.96,-,-8.37%
11-Feb-02,408.69,457,457.54,406.28,-,-10.68%
8-Feb-02,457.54,459.05,468.23,435.46,-,-0.33%
7-Feb-02,459.05,471.88,489.52,459.05,-,-2.61%
6-Feb-02,471.34,444.92,476.92,444.21,-,5.94%
1-Feb-02,444.92,439.2,449.55,430.37,-,1.30%
31-Jan-02,439.2,462.01,471.58,436.25,-,-3.32%
30-Jan-02,454.26,425.27,454.89,425.27,-,6.86%
29-Jan-02,425.1,420.77,436.9,419.1,-,1.45%
28-Jan-02,419.04,408.66,424.97,407.53,-,3.08%
25-Jan-02,406.5,407.1,407.1,392.24,-,-0.72%
24-Jan-02,409.45,438.89,440.58,407.43,-,-6.71%
23-Jan-02,438.89,438.67,453.23,423.23,-,-1.57%
22-Jan-02,445.88,480.86,482.54,441.21,-,-5.24%
21-Jan-02,470.55,414.86,500.59,414.86,-,13.42%
18-Jan-02,414.86,377.15,422.3,377.12,-,11.76%
17-Jan-02,371.2,322.97,375.83,318.92,-,8.15%
4-Jan-02,343.22,340.06,343.22,321.42,-,0.77%
3-Jan-02,340.6,323.69,345.87,322.07,-,5.22%
2-Jan-02,323.69,307.26,323.69,296.19,-,9.58%
28-Dec-01,295.39,308.33,311.23,283.53,-,-7.82%
20-Dec-01,320.46,273.37,320.49,273.37,-,17.49%
19-Dec-01,272.76,252.23,272.76,245.99,-,7.62%
18-Dec-01,253.44,257.18,258.63,250.45,-,-1.22%
17-Dec-01,256.57,252.67,257.37,252.67,-,1.54%
14-Dec-01,252.67,253.19,258.8,249.55,-,0.27%
13-Dec-01,251.98,242.58,253.24,240.46,-,4.40%
12-Dec-01,241.37,239.92,247.56,239.87,-,0.86%
11-Dec-01,239.32,235.72,239.57,231.74,-,1.79%
10-Dec-01,235.12,253.2,253.2,234.6,-,-7.59%
7-Dec-01,254.42,253.88,270.75,244.07,-,0.38%
6-Dec-01,253.45,229.18,258.24,229.18,-,10.59%
5-Dec-01,229.18,211.25,235.82,207.69,-,8.02%
4-Dec-01,212.16,216,217.95,209.04,-,-1.21%
3-Dec-01,214.75,203.25,214.95,203.25,-,6.08%
30-Nov-01,202.45,199.64,203.06,193.4,-,0.79%
29-Nov-01,200.86,210.77,210.77,199.55,-,-5.25%
28-Nov-01,211.98,217.39,218.15,211.86,-,-3.03%
27-Nov-01,218.61,222.85,222.98,218.12,-,-2.35%
26-Nov-01,223.87,214.44,224.56,214.44,-,4.99%
23-Nov-01,213.23,208.93,213.83,208.93,-,2.16%
22-Nov-01,208.72,205.7,210.31,205.7,-,1.68%
21-Nov-01,205.28,205.21,208.67,203.38,-,0.20%
20-Nov-01,204.87,218.13,218.13,202.93,-,-6.08%
19-Nov-01,218.14,219.64,222.92,216.27,-,-0.68%
16-Nov-01,219.64,226.73,226.83,219.63,-,-3.38%
15-Nov-01,227.33,221.59,228.05,218.33,-,2.64%
14-Nov-01,221.48,221.75,224.67,218.43,-,-1.17%
13-Nov-01,224.1,227.64,229.86,221.8,-,-1.11%
12-Nov-01,226.62,227.9,227.9,221.59,-,-0.76%
9-Nov-01,228.36,232.55,232.55,225.13,-,-2.56%
8-Nov-01,234.37,237.52,240.96,232.49,-,-1.08%
7-Nov-01,236.92,230.73,244.41,230.22,-,2.70%
5-Nov-01,230.7,222.5,231.42,222.5,-,3.69%
2-Nov-01,222.5,224.25,231.53,221.29,-,-2.85%
1-Nov-01,229.02,223.54,233.55,217.54,-,1.90%
31-Oct-01,224.75,223.66,234.87,221.61,-,0.52%
30-Oct-01,223.58,219.55,223.58,208.97,-,1.84%
29-Oct-01,219.54,238.57,238.57,218.64,-,-8.67%
26-Oct-01,240.39,243.97,243.97,237.94,-,-2.20%
25-Oct-01,245.79,246,246,241.21,-,-0.33%
24-Oct-01,246.61,247,249.74,245.65,-,-0.16%
23-Oct-01,247,252.72,252.72,246.56,-,-2.26%
22-Oct-01,252.72,255.44,256.92,249.71,-,-0.18%
