Date,Price,Open,High,Low,Vol,Change
24-Oct-07,"2,256.61","2,251.47","2,258.44","2,223.48",-,0.21%
23-Oct-07,"2,251.93","2,238.14","2,257.53","2,234.68",-,0.77%
22-Oct-07,"2,234.66","2,232.65","2,234.66","2,201.51",-,-0.10%
19-Oct-07,"2,236.87","2,269.16","2,271.28","2,235.74",-,-1.48%
18-Oct-07,"2,270.41","2,239.18","2,270.41","2,225.59",-,1.35%
17-Oct-07,"2,240.21","2,236.22","2,251.75","2,223.40",-,0.23%
16-Oct-07,"2,235.11","2,261.96","2,261.96","2,221.20",-,-1.19%
12-Oct-07,"2,262.11","2,245.25","2,270.37","2,245.25",-,0.68%
11-Oct-07,"2,246.85","2,281.88","2,298.70","2,226.33",-,-1.34%
10-Oct-07,"2,277.40","2,291.84","2,291.84","2,273.69",-,-0.63%
9-Oct-07,"2,291.84","2,288.99","2,295.67","2,285.90",-,0.22%
8-Oct-07,"2,286.71","2,277.32","2,286.71","2,273.87",-,0.39%
5-Oct-07,"2,277.75","2,256.60","2,286.74","2,256.60",-,1.04%
4-Oct-07,"2,254.32","2,254.39","2,262.52","2,248.11",-,0.00%
3-Oct-07,"2,254.39","2,259.48","2,277.20","2,249.73",-,-0.27%
2-Oct-07,"2,260.45","2,231.91","2,268.86","2,231.91",-,1.30%
1-Oct-07,"2,231.43","2,187.96","2,231.43","2,187.96",-,1.99%
28-Sep-07,"2,187.97","2,192.88","2,198.25","2,183.20",-,-0.20%
27-Sep-07,"2,192.45","2,177.57","2,196.34","2,165.37",-,0.70%
26-Sep-07,"2,177.24","2,147.16","2,177.24","2,147.16",-,1.46%
25-Sep-07,"2,145.84","2,142.86","2,150.06","2,129.39",-,0.03%
24-Sep-07,"2,145.23","2,122.37","2,146.23","2,122.37",-,1.11%
21-Sep-07,"2,121.71","2,102.11","2,125.97","2,102.11",-,1.01%
20-Sep-07,"2,100.46","2,117.20","2,119.21","2,097.04",-,-0.76%
19-Sep-07,"2,116.49","2,091.80","2,142.22","2,091.80",-,1.25%
18-Sep-07,"2,090.26","2,031.73","2,090.26","2,031.73",-,2.91%
17-Sep-07,"2,031.25","2,049.28","2,052.72","2,025.31",-,-0.86%
14-Sep-07,"2,048.91","2,039.01","2,052.90","2,036.40",-,0.42%
13-Sep-07,"2,040.25","2,008.54","2,045.19","2,007.59",-,1.57%
12-Sep-07,"2,008.74","2,019.14","2,039.14","2,006.61",-,-0.50%
11-Sep-07,"2,018.81","2,018.01","2,033.53","2,018.01",-,0.03%
10-Sep-07,"2,018.16","2,044.15","2,047.05","2,002.03",-,-1.12%
7-Sep-07,"2,041.04","2,073.06","2,074.82","2,036.87",-,-1.82%
6-Sep-07,"2,078.93","2,061.86","2,085.50","2,054.92",-,0.87%
5-Sep-07,"2,061.01","2,066.38","2,066.38","2,033.49",-,-0.35%
4-Sep-07,"2,068.19","2,070.15","2,076.81","2,063.63",-,-0.16%
3-Sep-07,"2,071.53","2,062.08","2,071.53","2,058.82",-,0.46%
31-Aug-07,"2,062.08","2,041.73","2,074.99","2,041.73",-,1.05%
30-Aug-07,"2,040.56","2,040.38","2,049.82","2,019.46",-,-0.25%
29-Aug-07,"2,045.67","1,987.80","2,045.67","1,986.88",-,3.01%
28-Aug-07,"1,985.90","2,069.65","2,072.69","1,980.73",-,-4.36%
27-Aug-07,"2,076.53","2,081.45","2,083.99","2,063.03",-,-0.24%
24-Aug-07,"2,081.45","2,038.62","2,081.57","2,036.77",-,2.12%
23-Aug-07,"2,038.29","2,008.50","2,038.66","2,003.05",-,1.48%
22-Aug-07,"2,008.50","1,968.19","2,009.18","1,968.19",-,2.33%
21-Aug-07,"1,962.76","1,932.91","1,966.37","1,932.91",-,1.74%
17-Aug-07,"1,929.12","1,849.81","1,939.08","1,849.81",-,5.20%
16-Aug-07,"1,833.71","1,918.54","1,921.26","1,751.75",-,-4.73%
15-Aug-07,"1,924.73","2,029.68","2,029.68","1,912.69",-,-5.17%
14-Aug-07,"2,029.68","2,070.21","2,079.62","2,022.89",-,-1.75%
13-Aug-07,"2,065.82","2,053.37","2,097.36","2,053.37",-,0.62%
10-Aug-07,"2,053.13","2,088.15","2,088.15","2,031.08",-,-1.65%
9-Aug-07,"2,087.68","2,156.48","2,156.48","2,084.37",-,-3.28%
8-Aug-07,"2,158.44","2,123.17","2,171.84","2,123.17",-,1.74%
7-Aug-07,"2,121.51","2,107.81","2,130.19","2,102.74",-,0.65%
6-Aug-07,"2,107.81","2,146.77","2,146.77","2,099.94",-,-1.89%
3-Aug-07,"2,148.42","2,186.41","2,190.15","2,147.19",-,-1.75%
2-Aug-07,"2,186.64","2,172.40","2,195.88","2,170.12",-,0.43%
1-Aug-07,"2,177.19","2,178.73","2,179.21","2,147.63",-,-0.14%
31-Jul-07,"2,180.25","2,193.75","2,221.75","2,180.25",-,-0.28%
30-Jul-07,"2,186.37","2,153.24","2,190.06","2,153.24",-,1.70%
27-Jul-07,"2,149.89","2,157.18","2,185.84","2,133.32",-,-0.16%
26-Jul-07,"2,153.27","2,234.11","2,234.11","2,132.69",-,-3.99%
25-Jul-07,"2,242.78","2,242.38","2,246.37","2,207.46",-,0.06%
24-Jul-07,"2,241.43","2,302.98","2,302.98","2,234.78",-,-2.69%
23-Jul-07,"2,303.43","2,277.47","2,303.43","2,277.47",-,1.14%
20-Jul-07,"2,277.47","2,287.12","2,287.12","2,264.10",-,-0.44%
19-Jul-07,"2,287.57","2,247.83","2,287.57","2,247.83",-,1.77%
18-Jul-07,"2,247.83","2,248.94","2,250.65","2,237.71",-,-0.17%
17-Jul-07,"2,251.59","2,249.53","2,261.42","2,247.47",-,0.12%
16-Jul-07,"2,248.85","2,288.06","2,290.19","2,244.87",-,-1.70%
13-Jul-07,"2,287.82","2,289.13","2,289.17","2,271.86",-,-0.06%
12-Jul-07,"2,289.13","2,268.71","2,289.13","2,268.71",-,1.02%
11-Jul-07,"2,266.09","2,253.34","2,271.76","2,253.34",-,0.57%
10-Jul-07,"2,253.30","2,249.01","2,267.17","2,249.01",-,0.19%
6-Jul-07,"2,249.01","2,252.16","2,263.27","2,244.14",-,0.08%
5-Jul-07,"2,247.15","2,257.70","2,263.23","2,236.72",-,-0.23%
4-Jul-07,"2,252.40","2,230.61","2,252.40","2,229.35",-,0.98%
3-Jul-07,"2,230.61","2,236.23","2,241.39","2,229.18",-,-0.19%
2-Jul-07,"2,234.80","2,195.64","2,234.80","2,195.48",-,2.01%
29-Jun-07,"2,190.87","2,220.68","2,225.52","2,190.87",-,-1.14%
28-Jun-07,"2,216.09","2,227.04","2,234.75","2,215.47",-,-0.50%
27-Jun-07,"2,227.33","2,193.84","2,227.33","2,185.59",-,1.44%
26-Jun-07,"2,195.64","2,203.90","2,211.65","2,192.13",-,-0.33%
25-Jun-07,"2,202.91","2,226.53","2,227.21","2,201.43",-,-1.21%
22-Jun-07,"2,229.90","2,233.47","2,235.04","2,214.28",-,-0.23%
21-Jun-07,"2,235.04","2,223.92","2,236.55","2,220.94",-,0.41%
20-Jun-07,"2,226.01","2,239.69","2,249.32","2,221.73",-,-0.61%
19-Jun-07,"2,239.69","2,216.58","2,241.31","2,216.58",-,1.04%
15-Jun-07,"2,216.58","2,194.43","2,221.32","2,194.43",-,1.07%
14-Jun-07,"2,193.03","2,171.23","2,195.47","2,170.64",-,1.13%
13-Jun-07,"2,168.43","2,148.28","2,170.66","2,148.28",-,0.99%
12-Jun-07,"2,147.11","2,160.50","2,162.30","2,134.98",-,-0.69%
11-Jun-07,"2,162.10","2,170.18","2,178.45","2,158.41",-,-0.33%
8-Jun-07,"2,169.28","2,155.11","2,174.41","2,152.78",-,0.48%
7-Jun-07,"2,158.82","2,207.07","2,207.26","2,155.44",-,-2.15%
6-Jun-07,"2,206.16","2,234.65","2,234.65","2,192.31",-,-1.28%
5-Jun-07,"2,234.74","2,240.65","2,240.65","2,223.04",-,-0.26%
4-Jun-07,"2,240.65","2,248.31","2,248.31","2,228.62",-,-0.39%
1-Jun-07,"2,249.36","2,246.30","2,256.29","2,244.53",-,0.28%
31-May-07,"2,243.03","2,223.00","2,247.80","2,223.00",-,0.94%
30-May-07,"2,222.22","2,200.17","2,222.64","2,182.65",-,0.90%
29-May-07,"2,202.40","2,194.11","2,202.40","2,187.76",-,0.43%
28-May-07,"2,192.94","2,170.56","2,193.39","2,170.56",-,0.95%
24-May-07,"2,172.35","2,194.56","2,202.72","2,162.98",-,-1.08%
23-May-07,"2,196.10","2,193.47","2,223.70","2,193.47",-,0.12%
22-May-07,"2,193.47","2,209.67","2,209.67","2,187.60",-,-0.71%
21-May-07,"2,209.08","2,188.94","2,214.18","2,188.94",-,1.04%
18-May-07,"2,186.39","2,171.63","2,186.39","2,171.63",-,0.68%
17-May-07,"2,171.63","2,163.49","2,181.58","2,163.49",-,0.40%
16-May-07,"2,162.89","2,139.90","2,162.89","2,136.63",-,1.09%
15-May-07,"2,139.64","2,128.37","2,156.24","2,128.37",-,0.56%
14-May-07,"2,127.69","2,128.92","2,144.14","2,120.42",-,-0.03%
11-May-07,"2,128.25","2,101.30","2,138.21","2,100.33",-,1.44%
10-May-07,"2,098.09","2,155.26","2,155.26","2,097.72",-,-2.65%
9-May-07,"2,155.26","2,133.15","2,156.87","2,128.47",-,1.11%
8-May-07,"2,131.65","2,132.28","2,132.28","2,102.14",-,-0.03%
7-May-07,"2,132.28","2,163.73","2,163.73","2,124.65",-,-1.45%
4-May-07,"2,163.73","2,176.45","2,192.65","2,159.39",-,-0.51%
3-May-07,"2,174.77","2,156.84","2,180.68","2,155.54",-,0.83%
2-May-07,"2,156.84","2,154.51","2,167.60","2,137.78",-,0.11%
30-Apr-07,"2,154.55","2,198.03","2,201.04","2,149.27",-,-1.97%
27-Apr-07,"2,197.77","2,189.11","2,197.77","2,177.81",-,0.41%
26-Apr-07,"2,188.81","2,184.90","2,190.23","2,176.66",-,0.15%
25-Apr-07,"2,185.46","2,187.96","2,198.30","2,182.80",-,0.20%
24-Apr-07,"2,181.16","2,192.42","2,194.93","2,170.63",-,-0.51%
23-Apr-07,"2,192.42","2,217.57","2,223.44","2,192.42",-,-1.09%
20-Apr-07,"2,216.60","2,203.77","2,223.99","2,203.77",-,0.74%
19-Apr-07,"2,200.27","2,202.69","2,207.48","2,181.49",-,-0.53%
18-Apr-07,"2,211.96","2,188.46","2,212.34","2,184.96",-,0.77%
17-Apr-07,"2,195.16","2,224.52","2,225.16","2,190.19",-,-1.33%
16-Apr-07,"2,224.83","2,213.88","2,234.56","2,213.88",-,0.54%
13-Apr-07,"2,212.98","2,189.29","2,214.96","2,189.29",-,1.14%
12-Apr-07,"2,188.07","2,154.50","2,188.07","2,149.97",-,1.56%
11-Apr-07,"2,154.50","2,158.72","2,163.14","2,143.32",-,-0.05%
10-Apr-07,"2,155.58","2,131.94","2,155.58","2,131.94",-,1.11%
9-Apr-07,"2,131.94","2,126.55","2,141.07","2,124.43",-,0.21%
4-Apr-07,"2,127.48","2,115.67","2,127.48","2,107.24",-,0.61%
3-Apr-07,"2,114.62","2,104.27","2,125.84","2,104.27",-,0.56%
30-Mar-07,"2,102.78","2,099.09","2,102.80","2,086.75",-,0.18%
29-Mar-07,"2,099.09","2,072.56","2,099.09","2,072.56",-,1.30%
28-Mar-07,"2,072.07","2,070.04","2,073.88","2,055.82",-,0.57%
27-Mar-07,"2,060.28","2,077.02","2,077.02","2,053.41",-,-0.81%
26-Mar-07,"2,077.02","2,085.51","2,085.51","2,057.52",-,-0.41%
23-Mar-07,"2,085.51","2,075.43","2,092.93","2,070.69",-,0.56%
22-Mar-07,"2,073.93","2,084.49","2,084.49","2,068.62",-,-0.47%
21-Mar-07,"2,083.63","2,040.83","2,083.63","2,040.83",-,2.14%
20-Mar-07,"2,040.03","2,030.60","2,046.31","2,026.57",-,0.46%
19-Mar-07,"2,030.60","1,987.06","2,030.60","1,987.06",-,2.26%
16-Mar-07,"1,985.79","2,007.12","2,008.78","1,983.87",-,-1.08%
15-Mar-07,"2,007.50","2,012.13","2,026.00","1,999.50",-,-0.20%
14-Mar-07,"2,011.51","1,989.57","2,011.51","1,957.26",-,1.06%
13-Mar-07,"1,990.35","2,066.90","2,066.90","1,988.07",-,-3.76%
12-Mar-07,"2,068.18","2,036.46","2,068.18","2,036.46",-,1.56%
9-Mar-07,"2,036.46","2,035.03","2,055.63","2,029.47",-,0.07%
8-Mar-07,"2,035.03","2,004.82","2,042.74","2,003.00",-,2.00%
7-Mar-07,"1,995.07","2,005.41","2,005.41","1,984.33",-,-0.48%
6-Mar-07,"2,004.77","1,947.61","2,004.77","1,947.61",-,3.12%
5-Mar-07,"1,944.12","1,984.27","1,984.27","1,905.92",-,-2.68%
2-Mar-07,"1,997.64","2,038.28","2,043.85","1,991.43",-,-2.01%
1-Mar-07,"2,038.59","2,067.72","2,067.72","1,975.97",-,-1.40%
28-Feb-07,"2,067.64","2,053.44","2,083.55","2,026.60",-,0.72%
27-Feb-07,"2,052.78","2,217.80","2,217.80","2,052.33",-,-7.49%
26-Feb-07,"2,219.01","2,206.67","2,222.11","2,206.67",-,0.75%
23-Feb-07,"2,202.45","2,204.54","2,214.52","2,197.26",-,-0.08%
22-Feb-07,"2,204.23","2,207.37","2,225.56","2,197.00",-,0.04%
21-Feb-07,"2,203.24","2,206.03","2,206.03","2,171.86",-,-0.13%
20-Feb-07,"2,206.03","2,188.71","2,206.03","2,185.59",-,0.80%
19-Feb-07,"2,188.59","2,147.06","2,188.70","2,145.49",-,2.01%
16-Feb-07,"2,145.49","2,132.65","2,150.41","2,129.26",-,0.60%
15-Feb-07,"2,132.65","2,129.28","2,136.75","2,111.95",-,0.13%
14-Feb-07,"2,129.94","2,114.26","2,129.94","2,111.31",-,0.68%
13-Feb-07,"2,115.57","2,100.51","2,118.77","2,099.39",-,0.72%
12-Feb-07,"2,100.51","2,100.55","2,105.36","2,086.66",-,0.01%
9-Feb-07,"2,100.24","2,106.40","2,121.84","2,100.24",-,-0.27%
8-Feb-07,"2,105.92","2,100.74","2,105.95","2,087.30",-,0.28%
7-Feb-07,"2,100.08","2,100.65","2,127.82","2,092.80",-,-0.03%
6-Feb-07,"2,100.65","2,076.21","2,100.65","2,076.21",-,1.18%
5-Feb-07,"2,076.21","2,081.27","2,085.36","2,068.42",-,-0.24%
2-Feb-07,"2,081.27","2,078.92","2,081.56","2,069.43",-,-0.01%
1-Feb-07,"2,081.53","2,072.21","2,093.42","2,072.21",-,0.53%
31-Jan-07,"2,070.64","2,052.12","2,070.64","2,045.61",-,1.11%
30-Jan-07,"2,047.87","2,022.92","2,047.87","2,019.93",-,1.27%
29-Jan-07,"2,022.27","2,039.46","2,040.60","2,020.50",-,-0.84%
26-Jan-07,"2,039.46","2,044.03","2,055.98","2,034.46",-,-0.22%
25-Jan-07,"2,044.03","2,063.86","2,073.03","2,043.35",-,-1.28%
24-Jan-07,"2,070.62","2,053.89","2,071.44","2,049.31",-,0.74%
23-Jan-07,"2,055.39","2,043.74","2,055.39","2,043.74",-,0.57%
22-Jan-07,"2,043.74","2,037.97","2,054.57","2,037.33",-,0.32%
19-Jan-07,"2,037.32","2,023.95","2,041.78","2,023.25",-,0.63%
18-Jan-07,"2,024.57","2,055.38","2,070.96","2,023.17",-,-1.50%
17-Jan-07,"2,055.38","2,071.03","2,071.03","2,048.51",-,-0.76%
16-Jan-07,"2,071.03","2,067.61","2,078.96","2,060.35",-,-0.59%
15-Jan-07,"2,083.39","2,070.36","2,083.95","2,068.25",-,0.52%
12-Jan-07,"2,072.62","2,043.01","2,080.97","2,043.01",-,1.45%
11-Jan-07,"2,043.01","2,044.08","2,072.03","2,038.21",-,-0.05%
10-Jan-07,"2,044.08","2,013.37","2,044.08","2,010.71",-,1.49%
9-Jan-07,"2,014.01","2,071.17","2,071.17","2,010.24",-,-2.73%
8-Jan-07,"2,070.51","2,069.58","2,074.74","2,047.55",-,0.32%
5-Jan-07,"2,063.88","2,077.45","2,089.48","2,055.91",-,-0.44%
4-Jan-07,"2,073.08","2,098.85","2,098.97","2,043.12",-,-1.17%
3-Jan-07,"2,097.55","2,139.00","2,148.21","2,080.46",-,-1.94%
2-Jan-07,"2,139.14","2,087.85","2,139.14","2,087.85",-,2.33%
28-Dec-06,"2,090.46","2,090.31","2,097.33","2,083.71",-,0.05%
27-Dec-06,"2,089.32","2,060.59","2,091.71","2,060.59",-,1.41%
26-Dec-06,"2,060.29","2,058.09","2,069.22","2,049.72",-,0.14%
22-Dec-06,"2,057.51","2,055.44","2,062.98","2,044.92",-,0.13%
21-Dec-06,"2,054.84","2,043.41","2,054.84","2,034.78",-,0.59%
20-Dec-06,"2,042.72","2,043.09","2,064.69","2,033.98",-,-0.02%
19-Dec-06,"2,043.09","2,040.56","2,051.13","2,015.35",-,0.12%
18-Dec-06,"2,040.56","2,052.94","2,061.55","2,029.22",-,-0.44%
15-Dec-06,"2,049.65","2,033.90","2,070.14","2,033.90",-,0.81%
14-Dec-06,"2,033.21","2,031.84","2,064.40","2,025.47",-,0.02%
13-Dec-06,"2,032.74","1,973.24","2,035.81","1,971.95",-,3.08%
12-Dec-06,"1,971.95","1,973.02","1,983.78","1,962.82",-,-0.04%
11-Dec-06,"1,972.73","1,969.55","1,983.88","1,969.55",-,0.16%
7-Dec-06,"1,969.55","1,974.83","1,987.58","1,962.40",-,-0.33%
6-Dec-06,"1,976.12","1,978.25","1,985.98","1,965.76",-,-0.05%
5-Dec-06,"1,977.16","1,957.62","1,981.07","1,956.23",-,0.99%
4-Dec-06,"1,957.73","1,930.63","1,958.67","1,930.48",-,1.47%
1-Dec-06,"1,929.46","1,967.02","1,967.02","1,925.42",-,-1.91%
30-Nov-06,"1,967.02","1,962.46","1,972.42","1,952.00",-,0.30%
29-Nov-06,"1,961.18","1,908.56","1,961.18","1,908.56",-,2.81%
28-Nov-06,"1,907.57","1,889.65","1,910.82","1,887.73",-,0.81%
27-Nov-06,"1,892.20","1,943.92","1,944.23","1,890.73",-,-2.65%
24-Nov-06,"1,943.63","1,933.00","1,943.63","1,929.19",-,0.51%
23-Nov-06,"1,933.73","1,940.81","1,940.81","1,922.65",-,-0.28%
22-Nov-06,"1,939.08","1,929.17","1,939.56","1,926.76",-,1.05%
21-Nov-06,"1,918.84","1,896.33","1,918.84","1,896.33",-,1.17%
20-Nov-06,"1,896.62","1,886.84","1,903.97","1,886.84",-,0.51%
17-Nov-06,"1,886.92","1,889.70","1,889.70","1,861.42",-,-0.24%
16-Nov-06,"1,891.51","1,918.07","1,925.31","1,890.03",-,-1.38%
15-Nov-06,"1,918.07","1,912.02","1,927.12","1,911.48",-,0.46%
14-Nov-06,"1,909.29","1,892.40","1,909.29","1,889.56",-,0.98%
13-Nov-06,"1,890.70","1,885.55","1,890.70","1,871.98",-,0.27%
10-Nov-06,"1,885.55","1,893.54","1,908.02","1,875.50",-,-0.41%
9-Nov-06,"1,893.25","1,874.06","1,900.88","1,861.73",-,1.06%
8-Nov-06,"1,873.39","1,840.48","1,874.76","1,840.48",-,1.82%
7-Nov-06,"1,839.88","1,846.83","1,868.64","1,836.66",-,-0.11%
3-Nov-06,"1,841.96","1,822.85","1,843.31","1,822.85",-,1.10%
2-Nov-06,"1,821.95","1,797.52","1,830.55","1,797.52",-,1.53%
1-Nov-06,"1,794.44","1,781.97","1,803.28","1,781.97",-,0.72%
31-Oct-06,"1,781.68","1,772.78","1,782.64","1,767.54",-,0.75%
30-Oct-06,"1,768.49","1,784.89","1,784.89","1,766.45",-,-0.90%
27-Oct-06,"1,784.60","1,777.43","1,790.04","1,768.38",-,0.47%
26-Oct-06,"1,776.19","1,764.38","1,779.72","1,760.16",-,0.60%
25-Oct-06,"1,765.66","1,723.70","1,765.66","1,723.05",-,2.43%
24-Oct-06,"1,723.70","1,701.67","1,723.70","1,701.67",-,1.29%
23-Oct-06,"1,701.67","1,701.60","1,701.67","1,691.90",-,0.00%
20-Oct-06,"1,701.60","1,702.28","1,708.11","1,697.38",-,-0.06%
19-Oct-06,"1,702.63","1,692.62","1,703.60","1,691.77",-,0.63%
18-Oct-06,"1,692.02","1,673.14","1,692.48","1,673.14",-,1.11%
17-Oct-06,"1,673.40","1,679.31","1,680.05","1,667.88",-,0.53%
13-Oct-06,"1,664.57","1,651.48","1,671.81","1,650.15",-,1.10%
12-Oct-06,"1,646.40","1,630.83","1,646.58","1,630.83",-,1.00%
11-Oct-06,"1,630.14","1,643.29","1,644.44","1,620.38",-,-0.89%
10-Oct-06,"1,644.71","1,651.07","1,651.87","1,638.71",-,-0.39%
9-Oct-06,"1,651.07","1,646.22","1,660.77","1,642.16",-,0.37%
6-Oct-06,"1,644.93","1,652.37","1,652.37","1,637.47",-,-0.50%
5-Oct-06,"1,653.27","1,642.08","1,654.96","1,637.35",-,0.72%
4-Oct-06,"1,641.40","1,631.96","1,641.40","1,624.26",-,0.85%
3-Oct-06,"1,627.61","1,650.40","1,653.74","1,621.07",-,-1.42%
2-Oct-06,"1,651.08","1,638.05","1,651.08","1,638.05",-,0.84%
29-Sep-06,"1,637.27","1,656.58","1,660.35","1,634.94",-,-1.22%
28-Sep-06,"1,657.44","1,644.30","1,657.44","1,641.76",-,0.77%
27-Sep-06,"1,644.72","1,641.51","1,653.85","1,641.51",-,0.41%
26-Sep-06,"1,638.07","1,614.66","1,641.63","1,614.66",-,1.50%
25-Sep-06,"1,613.90","1,633.73","1,633.73","1,600.76",-,-1.50%
22-Sep-06,"1,638.45","1,646.96","1,646.96","1,629.24",-,-0.61%
21-Sep-06,"1,648.49","1,660.83","1,668.38","1,645.98",-,-0.75%
20-Sep-06,"1,660.94","1,653.45","1,672.43","1,652.50",-,0.61%
19-Sep-06,"1,650.86","1,662.32","1,667.73","1,638.75",-,-0.69%
18-Sep-06,"1,662.32","1,630.05","1,662.32","1,630.05",-,2.12%
15-Sep-06,"1,627.75","1,630.83","1,633.90","1,624.87",-,-0.19%
14-Sep-06,"1,630.83","1,632.14","1,639.48","1,621.29",-,-0.08%
13-Sep-06,"1,632.14","1,614.95","1,638.83","1,614.95",-,1.45%
12-Sep-06,"1,608.76","1,590.46","1,611.66","1,590.46",-,1.15%
11-Sep-06,"1,590.46","1,632.04","1,632.04","1,580.86",-,-2.59%
8-Sep-06,"1,632.68","1,650.16","1,655.25","1,632.68",-,-1.06%
7-Sep-06,"1,650.16","1,652.14","1,652.14","1,635.11",-,-0.28%
6-Sep-06,"1,654.76","1,678.33","1,678.33","1,652.29",-,-1.48%
5-Sep-06,"1,679.57","1,673.19","1,682.86","1,672.21",-,0.12%
4-Sep-06,"1,677.49","1,670.08","1,677.49","1,668.89",-,-0.02%
1-Sep-06,"1,677.85","1,663.58","1,681.96","1,663.58",-,0.90%
31-Aug-06,"1,662.84","1,661.51","1,670.42","1,660.88",-,0.14%
30-Aug-06,"1,660.44","1,674.31","1,676.07","1,657.20",-,-0.78%
29-Aug-06,"1,673.45","1,669.37","1,674.70","1,659.75",-,0.22%
28-Aug-06,"1,669.82","1,676.81","1,682.42","1,668.28",-,-0.42%
25-Aug-06,"1,676.81","1,657.49","1,680.53","1,657.49",-,1.18%
24-Aug-06,"1,657.27","1,654.40","1,660.18","1,646.91",-,0.80%
23-Aug-06,"1,644.04","1,669.63","1,672.65","1,642.75",-,-1.53%
22-Aug-06,"1,669.63","1,655.87","1,672.28","1,655.87",-,0.83%
18-Aug-06,"1,655.87","1,629.12","1,656.59","1,629.12",-,1.60%
17-Aug-06,"1,629.75","1,633.46","1,638.80","1,617.54",-,-0.27%
16-Aug-06,"1,634.10","1,623.74","1,646.31","1,623.74",-,0.64%
15-Aug-06,"1,623.74","1,594.67","1,623.74","1,594.67",-,1.99%
14-Aug-06,"1,592.08","1,619.65","1,623.06","1,584.59",-,-1.66%
11-Aug-06,"1,618.88","1,630.22","1,632.99","1,612.88",-,-0.85%
10-Aug-06,"1,632.80","1,637.38","1,638.15","1,617.01",-,-0.03%
9-Aug-06,"1,633.26","1,646.97","1,659.23","1,630.66",-,-0.83%
8-Aug-06,"1,646.97","1,663.04","1,663.80","1,642.96",-,-0.97%
7-Aug-06,"1,663.04","1,680.03","1,683.47","1,652.84",-,-1.24%
4-Aug-06,"1,683.90","1,715.96","1,718.26","1,678.56",-,-1.87%
